"","cbsa_code","name","fatality_overall","fatality_children","tot_pop","rate_overall","child_pop","rate_children"
"365","48060","Watertown-Fort Drum, NY",65,7,796635,8.15932014034031,189337,3.69711149960124
"366","48140","Wausau, WI",88,5,1044671,8.42370468788738,231078,2.16377154034568
"367","48260","Weirton-Steubenville, WV-OH",54,2,810416,6.66324455588241,150107,1.33238290019786
"368","48300","Wenatchee-East Wenatchee, WA",77,1,858328,8.97092952810581,201801,0.495537683163116
"369","48540","Wheeling, WV-OH",101,7,965348,10.4625482209524,183404,3.8167106497132
"370","48620","Wichita, KS",588,31,4543905,12.9404113862416,1134984,2.7313160361732
"371","48660","Wichita Falls, TX",170,12,1051918,16.1609555117414,235523,5.0950437961473
"372","48680","Wildwood-The Villages, FL",184,9,306258,60.0800632146752,22212,40.5186385737439
"373","48700","Williamsport, PA",89,1,793473,11.2165127231802,161871,0.617775883265069
"374","48900","Wilmington, NC",436,16,2420475,18.0129933174274,438474,3.6490190980537
"375","49020","Winchester, VA-WV",133,4,1004719,13.2375320860858,223945,1.78615285003014
"376","49180","Winston-Salem, NC",675,42,4785923,14.1038625151303,1045532,4.01709369010226
"377","49340","Worcester, MA",398,13,6545142,6.08084591594804,1345059,0.966500354259553
"378","49420","Yakima, WA",294,21,1780714,16.5102312892469,517399,4.05876315957317
"379","49620","York-Hanover, PA",270,15,3199043,8.44002409470582,699342,2.1448733237815
"380","49660","Youngstown-Warren, OH",278,13,3542582,7.84738363148686,710464,1.82979010899919
"381","49700","Yuba City, CA",276,13,1259147,21.9196011267946,327596,3.96830242127499
"382","49740","Yuma, AZ",189,14,1481812,12.7546544365952,367282,3.81178494998394
